tract_id,file_name,length,region,n_gradients,V_mean,T_mean,OPC_mean,DEA_V,DEA_T,DEA_OPC,KACI_V,KACI_T,KACI_OPC,KACI_V_realistic,KACI_T_realistic,KACI_OPC_realistic,Lempel_Ziv_realistic,Permutation_Entropy_realistic
sub-01_preprocessed_dwi.nii.gz_tract_012,sub-01_preprocessed_dwi.nii.gz,70.08566187174092,long,896,0.7471986605059829,0.5248612124219217,0.3925610611532129,10.148973681522714,1.7412512658680637,2.380586127228529,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_013,sub-01_preprocessed_dwi.nii.gz,95.93747964169164,long,896,0.6637001749302566,0.6071136890439476,0.4025805691368384,9.73408556725376,2.284944695810049,4.342580177807621,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_014,sub-01_preprocessed_dwi.nii.gz,26.076809620810597,medium,896,0.6307371280765497,0.6225436958591195,0.3920850903479603,10.284620289302072,2.0710155628588858,5.814858744933336,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_015,sub-01_preprocessed_dwi.nii.gz,123.43419299367578,long,896,0.8043357218332493,0.5964316459740809,0.4785900245661165,12.061728218656231,2.8243683352126783,3.795319407514033,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_016,sub-01_preprocessed_dwi.nii.gz,85.18215775618742,long,896,0.6753628689911438,0.4775197927711768,0.3228642644753324,10.025819701328809,5.4537746713553945,11.004121996390031,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_017,sub-01_preprocessed_dwi.nii.gz,73.40299721401027,long,896,0.7308740878808949,0.7092357799183473,0.5188512043844047,8.734129531401685,2.7985244906987448,3.964300630190758,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_018,sub-01_preprocessed_dwi.nii.gz,95.12097560475291,long,896,0.6486280728559247,0.6436937090657809,0.4167476413721551,7.86968921975675,1.3908188788757183,4.774180975613048,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_019,sub-01_preprocessed_dwi.nii.gz,89.91106717195609,long,896,0.7935980900849848,0.6739904349975597,0.5347957013070688,10.214318147113,1.8580974073694376,3.2185496944538334,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_020,sub-01_preprocessed_dwi.nii.gz,55.24490926773253,long,896,0.6953050125482989,0.6984614033357341,0.4851852417227056,10.96928970470223,4.1400986173382135,6.470635112220703,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_021,sub-01_preprocessed_dwi.nii.gz,94.91048414163738,long,896,0.6877722031918749,0.68626069602993,0.4732769507835048,10.550299807412268,2.3743979032630023,4.3186601218810425,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_022,sub-01_preprocessed_dwi.nii.gz,85.55699854482975,long,896,0.7061231680829033,0.7685232364893746,0.5420244776033468,6.538544374307823,1.616427321139022,4.580086671873023,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_023,sub-01_preprocessed_dwi.nii.gz,131.59027319676784,long,896,0.6932065185630827,0.8982405321485843,0.6225033313816306,11.043901610475864,3.841544641842603,5.631215037284197,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_024,sub-01_preprocessed_dwi.nii.gz,102.09799214480176,long,896,0.7650255951468569,0.5882499381954621,0.452166373107685,9.46921741250263,1.7189079791370834,2.400016830456019,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_025,sub-01_preprocessed_dwi.nii.gz,9.38083151964686,short,896,0.7853809420813341,0.5281146647255643,0.416905430015003,8.298152523809192,2.626250312882846,2.272121115858115,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_026,sub-01_preprocessed_dwi.nii.gz,88.67919710958145,long,896,0.7599344695752758,0.8981637428857729,0.6829416098274242,13.695781049101209,3.099370174473314,4.488456156104,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_027,sub-01_preprocessed_dwi.nii.gz,12.16552506059644,short,896,0.7638232719340179,0.5905770731372348,0.4510463897783119,11.492440302089337,1.6731332579416331,2.504709949492444,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_028,sub-01_preprocessed_dwi.nii.gz,125.76167937809991,long,896,0.7881725776880579,0.7514613765101618,0.5916781635840979,13.052996102244082,4.815057637128696,3.8561999352624,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_029,sub-01_preprocessed_dwi.nii.gz,108.57255638511973,long,896,0.9037055752361884,0.7576391977836698,0.6847344949799159,13.197163229626383,0.9197782382731646,1.388491204227054,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_030,sub-01_preprocessed_dwi.nii.gz,96.20810776644556,long,896,0.807780535611363,0.5329013998468596,0.4311800801082439,8.710010816659072,2.7341942534658883,2.5172964844164625,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_031,sub-01_preprocessed_dwi.nii.gz,120.68139873236473,long,896,0.6911133378487548,0.8022435756224751,0.554833597999766,9.688829693630671,3.170938411750169,4.552135611006928,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_032,sub-01_preprocessed_dwi.nii.gz,132.87588193498473,long,896,0.7678175458552988,0.7218072683905787,0.5540820941384147,7.979281138444653,5.907406757877001,5.776881261978846,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_033,sub-01_preprocessed_dwi.nii.gz,63.08724118235002,long,896,0.7802128941682303,0.7260025694596244,0.5666195513440592,9.13176584565479,3.8871062619060375,3.782396985830206,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_034,sub-01_preprocessed_dwi.nii.gz,51.419840528729765,long,896,0.7502085183013443,0.657082373510935,0.4921157641940299,8.362333825548177,3.457565056439376,5.8923383120813595,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_035,sub-01_preprocessed_dwi.nii.gz,126.74383614203887,long,896,0.7101261868968715,0.9065774599087713,0.6441599624817307,9.56221905389202,3.326063991585652,3.060001256481562,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_036,sub-01_preprocessed_dwi.nii.gz,71.04927867332644,long,896,0.8187356308720253,0.7229962770675329,0.5918423321539489,7.648863301121401,3.214235849225021,4.345650091077915,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_037,sub-01_preprocessed_dwi.nii.gz,123.5637487291479,long,896,0.8825716045325082,0.4364700552546473,0.3850027283471001,11.705329991752633,5.607765808194394,5.534084960977978,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_038,sub-01_preprocessed_dwi.nii.gz,84.61678320522472,long,896,0.6465966134617744,0.4766424750215532,0.3079608193796199,10.928111280349183,3.5345744665321637,5.618131479433923,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_039,sub-01_preprocessed_dwi.nii.gz,91.84770002564028,long,896,0.6300688999111501,0.6653377095957562,0.4197826695638559,10.75079821278149,2.0574988408353163,5.604949525411799,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_040,sub-01_preprocessed_dwi.nii.gz,71.9444229944198,long,896,0.6611260330019326,0.7027709915004641,0.4638876972422727,12.060943288436226,2.627955262352211,6.132221143862012,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_041,sub-01_preprocessed_dwi.nii.gz,27.49545416973504,medium,896,0.6786064409968985,0.7140082341643761,0.4852760400326008,11.78689958438292,3.0348576724774863,5.639626593472599,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_042,sub-01_preprocessed_dwi.nii.gz,114.1402645870422,long,896,0.6646194850075166,0.6079543797198714,0.4034067391786288,10.999568170121362,2.905727536894918,9.760103408281244,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_043,sub-01_preprocessed_dwi.nii.gz,124.85191228010886,long,896,0.8064472865315024,0.5698899162355013,0.4598444775072863,10.89038785190429,2.6226946563428624,3.535280373867522,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_044,sub-01_preprocessed_dwi.nii.gz,124.11285187280164,long,896,0.7520318474740931,0.602218457588899,0.4538134005243481,12.265115486897203,2.4273711962262814,3.0808053859310114,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_045,sub-01_preprocessed_dwi.nii.gz,108.9954127475097,long,896,0.7632386197014854,0.5739273614042116,0.4378621445037492,8.609264329481991,1.0796154546098389,2.9249505264659073,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_046,sub-01_preprocessed_dwi.nii.gz,105.29957264870546,long,896,0.7815130830495645,0.4472085006721543,0.3503338610781553,10.188251829090628,2.9822790815068467,3.061737709499103,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_047,sub-01_preprocessed_dwi.nii.gz,28.142494558940577,medium,896,0.5917460379953324,0.5804151809457081,0.3431984358270783,8.361543524106684,1.241161948549221,5.918153037680309,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_048,sub-01_preprocessed_dwi.nii.gz,86.64871608973787,long,896,0.7307197494633748,0.5902843692900751,0.4301884358286906,9.781872088110386,2.7804214151930435,6.999741447200665,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_049,sub-01_preprocessed_dwi.nii.gz,25.534290669607408,medium,896,0.9255150983653492,0.7894575441240455,0.7315977053404005,10.310806662710348,2.9418324192078664,2.7008358293503223,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_050,sub-01_preprocessed_dwi.nii.gz,101.56771140475698,long,896,0.6573066841424565,0.6094804354059301,0.3994557301665757,9.444142452012326,3.3303410997871365,10.609646226603855,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_051,sub-01_preprocessed_dwi.nii.gz,87.93179174792243,long,896,0.7701124092844793,0.5623017440877967,0.433011266575966,8.50758497771434,3.4413540455660687,5.434955111953655,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_052,sub-01_preprocessed_dwi.nii.gz,76.6550715869472,long,896,0.5882579413618558,0.5536543655484724,0.3253262831947311,6.135011115110219,3.5982918585914216,10.880933434534237,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_053,sub-01_preprocessed_dwi.nii.gz,144.40221604947757,long,896,0.7606579429834366,0.7248639001911057,0.5516316444792673,8.910720484320796,4.8286405817176545,6.192475396314287,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_054,sub-01_preprocessed_dwi.nii.gz,82.02438661763951,long,896,0.7270345133347693,0.6124928975531639,0.4455499152578936,12.140628493661998,2.4855512903462795,3.3094058675228313,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_055,sub-01_preprocessed_dwi.nii.gz,77.01947805587882,long,896,0.7169445347476129,0.53773754431647,0.3850316902735942,12.78615980232716,1.956651852691898,5.1732168589985355,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_056,sub-01_preprocessed_dwi.nii.gz,53.44155686354955,long,896,0.6576787154534035,0.6198550914499321,0.4075556154613767,7.791988322803488,6.405368008635701,6.403447767758282,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_057,sub-01_preprocessed_dwi.nii.gz,93.40235543068492,long,896,0.9190694423268352,0.6254550560556538,0.5746475668085615,9.945677071870504,1.042667822793813,1.1100789840492618,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_058,sub-01_preprocessed_dwi.nii.gz,139.6710420953463,long,896,0.7899576602015027,0.926388417727937,0.731796314135113,9.114796318285164,4.5308268736047745,4.04306716077282,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_059,sub-01_preprocessed_dwi.nii.gz,63.182275995725256,long,896,0.7210887998550798,0.7641982733489536,0.552138778388858,10.128126702774289,2.6537585298458795,3.097862503542665,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_060,sub-01_preprocessed_dwi.nii.gz,35.94440151122286,medium,896,0.6847423588450906,0.806137425323149,0.5519614717782906,10.247611560808082,2.4347511942135953,1.9358463475220504,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_061,sub-01_preprocessed_dwi.nii.gz,36.87817782917155,medium,896,0.7588569271148381,0.6759055796329884,0.5120072358602699,15.607798404621954,1.9541813718942749,3.3359737877040936,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_062,sub-01_preprocessed_dwi.nii.gz,87.40709353364863,long,896,0.835517780530371,0.4623442383972634,0.3867854798218161,7.975528743908431,1.9141294041697772,3.1096682524630297,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_063,sub-01_preprocessed_dwi.nii.gz,12.96148139681572,short,896,0.9555881471356372,0.7824542968957411,0.7481468417658208,9.056845148751012,1.727509629107549,1.114524746260009,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_064,sub-01_preprocessed_dwi.nii.gz,62.80127387243033,long,896,0.6131897713491464,0.6003209774037831,0.367680333688504,10.687187663626894,6.463244853583596,10.8594730777285,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_065,sub-01_preprocessed_dwi.nii.gz,53.55371135598354,long,896,0.8114063057789958,0.6474658273859406,0.5244907747185118,8.123824181986958,1.7966987149371876,3.404147762891474,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_066,sub-01_preprocessed_dwi.nii.gz,32.7414110874898,medium,896,0.8082341964409,0.6478151137227429,0.5235276343422445,9.982927531186002,2.365943789267618,3.797409042007381,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_067,sub-01_preprocessed_dwi.nii.gz,129.76902558006668,long,896,0.719465480785651,0.6850970748209885,0.493299196906733,12.571065511360084,4.183570747493737,4.2594577172183525,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_068,sub-01_preprocessed_dwi.nii.gz,55.82114294781145,long,896,0.7462263497019479,0.6518768681284319,0.4865882505885992,11.687397982801906,1.2363541874393984,2.447558551955169,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_069,sub-01_preprocessed_dwi.nii.gz,123.06096050332128,long,896,0.7338861145203746,0.5437824058206653,0.3983351440882219,9.418659379801058,2.5777905556862186,4.77093488005536,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_070,sub-01_preprocessed_dwi.nii.gz,98.812954616285,long,896,0.7131392550070675,0.7324610258542056,0.5222310002439355,8.731994233829308,1.7189060373863003,5.963911723420743,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_071,sub-01_preprocessed_dwi.nii.gz,120.41594578792296,long,896,0.612704535650002,0.693755142046015,0.4232624273435036,9.207966837500406,2.00333565871003,7.7639916449889315,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_072,sub-01_preprocessed_dwi.nii.gz,130.49137902558928,long,896,0.5939108093182545,0.7822205284276714,0.465345460484077,12.64076452777321,3.1219309671548787,4.768235016344428,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_073,sub-01_preprocessed_dwi.nii.gz,109.48972554536796,long,896,0.6569674566438687,0.6074710197671105,0.3980061588376664,11.684026364289378,1.1594817309656675,5.246852528496798,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_074,sub-01_preprocessed_dwi.nii.gz,97.85703858180054,long,896,0.7114430021266166,0.706214034663217,0.5022236939691953,12.434416442365642,3.5762245370732573,6.521418016296972,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_075,sub-01_preprocessed_dwi.nii.gz,53.74011537017761,long,896,0.7520810419831794,0.7441691721888907,0.5601805283483913,9.212426838135643,3.8536563376600097,5.112403224521548,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_076,sub-01_preprocessed_dwi.nii.gz,64.89992295835181,long,896,0.7326672960494566,0.9285858204592514,0.6804753354448607,8.166055163110224,3.345615533399356,4.446622230021604,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_077,sub-01_preprocessed_dwi.nii.gz,70.37044834303673,long,896,0.727578088078317,0.668356524444858,0.4863041884894981,12.445081155268356,1.820241736215254,2.9747969377881,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_078,sub-01_preprocessed_dwi.nii.gz,84.11896337925236,long,896,0.7009539675684752,0.7363963844765975,0.5164481477375275,8.327301387902063,2.1798595772341964,3.3125229061095083,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_079,sub-01_preprocessed_dwi.nii.gz,22.0,medium,896,0.8139760801343489,0.6098023715429407,0.4966095621800728,10.79158983482856,1.7485202231501042,2.468092975024241,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_080,sub-01_preprocessed_dwi.nii.gz,124.11285187280164,long,896,0.8169570690086708,0.87620809771192,0.7158769749721655,8.184190190589561,4.048409820007172,3.2579067013193614,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_081,sub-01_preprocessed_dwi.nii.gz,112.6587768440613,long,896,0.7031226263054345,0.6020644458725047,0.425319855467674,11.872113955771404,2.174291715452874,3.2137666025913116,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_082,sub-01_preprocessed_dwi.nii.gz,38.41874542459709,medium,896,0.9550707924413996,0.4756471277412421,0.4541565207003135,10.924409986076734,6.120668390119133,10.481053194176996,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_083,sub-01_preprocessed_dwi.nii.gz,105.84894897919392,long,896,0.8642181350037142,0.6276629109000167,0.5421654933579572,11.643828989949252,1.496822500763045,1.8395185304753376,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_084,sub-01_preprocessed_dwi.nii.gz,109.1604323919615,long,896,0.7838058445097339,0.6863700943303286,0.5391476635124971,12.419892780341597,2.453264234977369,2.47754368117697,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_085,sub-01_preprocessed_dwi.nii.gz,100.9752444909147,long,896,0.8806685893149178,0.6726223706370871,0.5925951817224885,8.404934077652506,1.739450720299217,1.7355172016372389,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_086,sub-01_preprocessed_dwi.nii.gz,110.79711187571633,long,896,0.9322853685781152,0.5697890923706127,0.5314902590365479,9.934557272659635,3.790248290469292,4.646519991939411,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_087,sub-01_preprocessed_dwi.nii.gz,34.92849839314596,medium,896,0.8731132263662579,0.5295438516986402,0.4630581780448184,10.245062096975538,3.679716622910129,3.3583548614020704,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_088,sub-01_preprocessed_dwi.nii.gz,50.19960159204453,long,896,0.8981169512094014,0.6706605592893304,0.6022554664503557,9.430624623167631,2.206562598547917,2.991750380961409,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_089,sub-01_preprocessed_dwi.nii.gz,72.16647421067486,long,896,0.6438141417551703,0.6975752560240902,0.4485240370137205,7.1453528245008675,6.608229576992176,12.861783515028373,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_090,sub-01_preprocessed_dwi.nii.gz,107.81465577554845,long,896,0.996942736704054,0.7461114070666699,0.7447081476455605,8.229218572291161,4.91143591061911,2.7527411031182427,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_091,sub-01_preprocessed_dwi.nii.gz,149.30505684671232,long,896,0.7727371212025987,0.6480858042344451,0.5010582355825729,9.317051048541169,1.260312406543374,2.7089632328551065,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_092,sub-01_preprocessed_dwi.nii.gz,96.4157663455516,long,896,0.8526892953206522,0.8490534764586868,0.7238149029470459,13.196179653007638,1.6959694318560703,1.791196553792216,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_093,sub-01_preprocessed_dwi.nii.gz,68.67313885355759,long,896,0.7440097042078179,0.5959613086671417,0.4439979337791785,10.73502892332808,3.467506808400986,4.60588586834624,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_094,sub-01_preprocessed_dwi.nii.gz,88.09086218218096,long,896,0.9235534841510976,0.6558379130445721,0.605616555868697,10.149670251920762,5.0314240203652005,3.901387596297355,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_095,sub-01_preprocessed_dwi.nii.gz,81.80464534487024,long,896,0.8337738624867606,0.5220987153215911,0.4356621447736837,11.903385655552746,2.344597361622576,2.940899792541609,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_096,sub-01_preprocessed_dwi.nii.gz,98.91410415102592,long,896,0.5922910923848803,0.552496734922735,0.3270940526233367,7.403410713720458,3.221908249099799,7.7182536876724575,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_097,sub-01_preprocessed_dwi.nii.gz,155.60205654167942,long,896,0.618756600554623,0.6934530395356632,0.4298519519290895,10.27817468466616,1.5991332930961164,3.2913881758201144,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_preprocessed_dwi.nii.gz_tract_098,sub-01_preprocessed_dwi.nii.gz,92.10863151735563,long,896,0.7717584298796366,0.7503601724547332,0.5783382069887957,12.369277525017552,3.3900766872134795,6.083665153458219,4,4,4,16,16,16,1.0,-4.328085480557855e-10
